[0.009s][info][gc] Using Serial
[20.410s][info][gc] GC(189) Pause Young (Allocation Failure) 5M->1M(11M) 0.152ms
[20.411s][info][gc] GC(190) Pause Young (Allocation Failure) 5M->1M(11M) 0.138ms
[20.413s][info][gc] GC(191) Pause Young (Allocation Failure) 4M->1M(11M) 0.178ms
[20.415s][info][gc] GC(192) Pause Young (Allocation Failure) 5M->1M(11M) 0.165ms
[20.416s][info][gc] GC(193) Pause Young (Allocation Failure) 5M->1M(11M) 0.130ms
[20.418s][info][gc] GC(194) Pause Young (Allocation Failure) 5M->1M(11M) 0.109ms
[20.420s][info][gc] GC(195) Pause Young (Allocation Failure) 4M->1M(11M) 0.175ms
[20.422s][info][gc] GC(196) Pause Young (Allocation Failure) 5M->1M(11M) 0.155ms
[20.423s][info][gc] GC(197) Pause Young (Allocation Failure) 5M->1M(11M) 0.123ms
[20.425s][info][gc] GC(198) Pause Young (Allocation Failure) 4M->1M(11M) 0.177ms
[20.427s][info][gc] GC(199) Pause Young (Allocation Failure) 5M->1M(11M) 0.169ms
[20.428s][info][gc] GC(200) Pause Young (Allocation Failure) 5M->1M(11M) 0.141ms
[20.430s][info][gc] GC(201) Pause Young (Allocation Failure) 5M->1M(11M) 0.118ms
[20.432s][info][gc] GC(202) Pause Young (Allocation Failure) 4M->1M(11M) 0.165ms
[20.433s][info][gc] GC(203) Pause Young (Allocation Failure) 5M->1M(11M) 0.167ms
[20.435s][info][gc] GC(204) Pause Young (Allocation Failure) 5M->1M(11M) 0.131ms
[20.437s][info][gc] GC(205) Pause Young (Allocation Failure) 5M->1M(11M) 0.110ms
[20.438s][info][gc] GC(206) Pause Young (Allocation Failure) 4M->1M(11M) 0.189ms
[20.440s][info][gc] GC(207) Pause Young (Allocation Failure) 5M->1M(11M) 0.153ms
[20.442s][info][gc] GC(208) Pause Young (Allocation Failure) 5M->1M(11M) 0.121ms
[20.443s][info][gc] GC(209) Pause Young (Allocation Failure) 4M->1M(11M) 0.172ms
[20.445s][info][gc] GC(210) Pause Young (Allocation Failure) 5M->1M(11M) 0.169ms
[41.748s][info][gc] GC(211) Pause Young (Allocation Failure) 5M->1M(11M) 1.133ms
[57.011s][info][gc] GC(212) Pause Young (Allocation Failure) 5M->2M(11M) 1.700ms
[57.087s][info][gc] GC(213) Pause Young (Allocation Failure) 5M->2M(11M) 1.690ms
[57.127s][info][gc] GC(214) Pause Young (Allocation Failure) 6M->4M(11M) 3.562ms
[57.236s][info][gc] GC(215) Pause Young (Allocation Failure) 7M->4M(11M) 1.719ms
[57.448s][info][gc] GC(216) Pause Young (Allocation Failure) 7M->4M(11M) 3.158ms
[66.536s][info][gc] GC(217) Pause Young (Allocation Failure) 8M->5M(11M) 3.008ms
[79.530s][info][gc] GC(218) Pause Young (Allocation Failure) 8M->5M(11M) 1.133ms
[106.563s][info][gc] GC(219) Pause Young (Allocation Failure) 8M->5M(11M) 0.556ms
[134.580s][info][gc] GC(220) Pause Young (Allocation Failure) 8M->5M(11M) 0.529ms
